dataset	version	filename	protein_key	normalized_protein_key	mutation_entry_count
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1qndA	1qnda	1
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1rg8A	1rg8a	17
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1rhgA	1rhga	10
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1risA	1risa	16
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1rn1C	1rn1c	31
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1ropA	1ropa	20
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1rtbA	1rtba	37
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1rtpA	1rtpa	1
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1sakA	1saka	28
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1shfA	1shfa	36
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1shgA	1shga	4
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1ssoA	1ssoa	1
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1supA	1supa	6
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1tenA	1tena	28
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1titA	1tita	8
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1tpkA	1tpka	6
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1ttqA	1ttqa	8
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1tyvA	1tyva	6
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1ubqA	1ubqa	11
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1uzcA	1uzca	45
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1vqbA	1vqba	90
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1witA	1wita	1
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1wq5A	1wq5a	44
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1yu5X	1yu5x	1
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1yyjA	1yyja	37
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1zg4A	1zg4a	2
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	1znjB	1znjb	8
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	2a01A	2a01a	1
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	2a36A	2a36a	8
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	2abdA	2abda	29
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	2ci2I	2ci2i	75
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	2driA	2dria	2
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	2h61A	2h61a	5
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	2hprA	2hpra	1
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	2immA	2imma	10
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	2lzmA	2lzma	98
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	2nvhA	2nvha	14
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	2ocjA	2ocja	5
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	2rn2A	2rn2a	70
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	2trxA	2trxa	8
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	2ts1A	2ts1a	2
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	3ecaA	3ecaa	4
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	3fvjA	3fvja	3
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	3glyA	3glya	4
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	3hhrA	3hhra	10
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	3mbpA	3mbpa	7
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	3olmD	3olmd	10
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	3pgkA	3pgka	9
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	3silA	3sila	2
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	3ssiA	3ssia	19
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	4br1A	4br1a	4
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	4lyzA	4lyza	57
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	4rexA	4rexa	3
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	4v2fA	4v2fa	1
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	5croA	5croa	10
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	5dfrA	5dfra	102
S_2648	V3	S_2648_pmppn_info_dict_V3.pickle	5ptiA	5ptia	21
S_921	base	S_921_pmppn_info_dict.pickle	107lA	107la	1
S_921	base	S_921_pmppn_info_dict.pickle	108lA	108la	1
S_921	base	S_921_pmppn_info_dict.pickle	109lA	109la	1
S_921	base	S_921_pmppn_info_dict.pickle	110lA	110la	1
S_921	base	S_921_pmppn_info_dict.pickle	111lA	111la	1
S_921	base	S_921_pmppn_info_dict.pickle	112lA	112la	1
S_921	base	S_921_pmppn_info_dict.pickle	113lA	113la	1
S_921	base	S_921_pmppn_info_dict.pickle	114lA	114la	1
S_921	base	S_921_pmppn_info_dict.pickle	115lA	115la	1
S_921	base	S_921_pmppn_info_dict.pickle	118lA	118la	1
S_921	base	S_921_pmppn_info_dict.pickle	119lA	119la	1
S_921	base	S_921_pmppn_info_dict.pickle	120lA	120la	1
S_921	base	S_921_pmppn_info_dict.pickle	122lA	122la	1
S_921	base	S_921_pmppn_info_dict.pickle	123lA	123la	1
S_921	base	S_921_pmppn_info_dict.pickle	125lA	125la	1
S_921	base	S_921_pmppn_info_dict.pickle	126lA	126la	1
S_921	base	S_921_pmppn_info_dict.pickle	127lA	127la	1
S_921	base	S_921_pmppn_info_dict.pickle	128lA	128la	1
S_921	base	S_921_pmppn_info_dict.pickle	137lA	137la	1
S_921	base	S_921_pmppn_info_dict.pickle	1aarA	1aara	10
S_921	base	S_921_pmppn_info_dict.pickle	1aj3A	1aj3a	3
S_921	base	S_921_pmppn_info_dict.pickle	1akkA	1akka	1
S_921	base	S_921_pmppn_info_dict.pickle	1apsA	1apsa	6
S_921	base	S_921_pmppn_info_dict.pickle	1ayfB	1ayfb	11
S_921	base	S_921_pmppn_info_dict.pickle	1b5mA	1b5ma	2
S_921	base	S_921_pmppn_info_dict.pickle	1bniA	1bnia	18
S_921	base	S_921_pmppn_info_dict.pickle	1bnlA	1bnla	1
S_921	base	S_921_pmppn_info_dict.pickle	1bpiA	1bpia	43
S_921	base	S_921_pmppn_info_dict.pickle	1bptA	1bpta	1
S_921	base	S_921_pmppn_info_dict.pickle	1c2rA	1c2ra	5
S_921	base	S_921_pmppn_info_dict.pickle	1ctwA	1ctwa	1
S_921	base	S_921_pmppn_info_dict.pickle	1cu0A	1cu0a	1
S_921	base	S_921_pmppn_info_dict.pickle	1cu2A	1cu2a	1
S_921	base	S_921_pmppn_info_dict.pickle	1cu3A	1cu3a	1
S_921	base	S_921_pmppn_info_dict.pickle	1cu5A	1cu5a	1
S_921	base	S_921_pmppn_info_dict.pickle	1cu6A	1cu6a	1
S_921	base	S_921_pmppn_info_dict.pickle	1cupA	1cupa	1
S_921	base	S_921_pmppn_info_dict.pickle	1cuqA	1cuqa	1
S_921	base	S_921_pmppn_info_dict.pickle	1cv0A	1cv0a	1
S_921	base	S_921_pmppn_info_dict.pickle	1cv1A	1cv1a	1
S_921	base	S_921_pmppn_info_dict.pickle	1cv3A	1cv3a	1
S_921	base	S_921_pmppn_info_dict.pickle	1cv4A	1cv4a	1
S_921	base	S_921_pmppn_info_dict.pickle	1cv5A	1cv5a	1
S_921	base	S_921_pmppn_info_dict.pickle	1cv6A	1cv6a	1
S_921	base	S_921_pmppn_info_dict.pickle	1cvkA	1cvka	1
S_921	base	S_921_pmppn_info_dict.pickle	1cyoA	1cyoa	13
S_921	base	S_921_pmppn_info_dict.pickle	1d2wA	1d2wa	1
S_921	base	S_921_pmppn_info_dict.pickle	1d2yA	1d2ya	1
S_921	base	S_921_pmppn_info_dict.pickle	1d3jA	1d3ja	1
S_921	base	S_921_pmppn_info_dict.pickle	1divA	1diva	30
S_921	base	S_921_pmppn_info_dict.pickle	1el1A	1el1a	4
S_921	base	S_921_pmppn_info_dict.pickle	1ey0A	1ey0a	3
S_921	base	S_921_pmppn_info_dict.pickle	1fanA	1fana	1
S_921	base	S_921_pmppn_info_dict.pickle	1flvA	1flva	11
S_921	base	S_921_pmppn_info_dict.pickle	1fnfA	1fnfa	1
S_921	base	S_921_pmppn_info_dict.pickle	1ftgA	1ftga	9
S_921	base	S_921_pmppn_info_dict.pickle	1g06A	1g06a	1
S_921	base	S_921_pmppn_info_dict.pickle	1g0gA	1g0ga	1
S_921	base	S_921_pmppn_info_dict.pickle	1g0kA	1g0ka	1
S_921	base	S_921_pmppn_info_dict.pickle	1g0lA	1g0la	1
S_921	base	S_921_pmppn_info_dict.pickle	1g0mA	1g0ma	1
S_921	base	S_921_pmppn_info_dict.pickle	1g0pA	1g0pa	1
S_921	base	S_921_pmppn_info_dict.pickle	1g0qA	1g0qa	1
S_921	base	S_921_pmppn_info_dict.pickle	1g1vA	1g1va	1
S_921	base	S_921_pmppn_info_dict.pickle	1g1wA	1g1wa	1
S_921	base	S_921_pmppn_info_dict.pickle	1g6nA	1g6na	1
S_921	base	S_921_pmppn_info_dict.pickle	1hngA	1hnga	10
S_921	base	S_921_pmppn_info_dict.pickle	1hz6A	1hz6a	58
S_921	base	S_921_pmppn_info_dict.pickle	1i6sA	1i6sa	1
S_921	base	S_921_pmppn_info_dict.pickle	1igvA	1igva	1
S_921	base	S_921_pmppn_info_dict.pickle	1iobA	1ioba	1
S_921	base	S_921_pmppn_info_dict.pickle	1l24A	1l24a	1
S_921	base	S_921_pmppn_info_dict.pickle	1l55A	1l55a	1
S_921	base	S_921_pmppn_info_dict.pickle	1l56A	1l56a	1
S_921	base	S_921_pmppn_info_dict.pickle	1l59A	1l59a	1
S_921	base	S_921_pmppn_info_dict.pickle	1l61A	1l61a	1
S_921	base	S_921_pmppn_info_dict.pickle	1l62A	1l62a	1
S_921	base	S_921_pmppn_info_dict.pickle	1l63A	1l63a	18
S_921	base	S_921_pmppn_info_dict.pickle	1l65A	1l65a	1
S_921	base	S_921_pmppn_info_dict.pickle	1l66A	1l66a	1
S_921	base	S_921_pmppn_info_dict.pickle	1l67A	1l67a	1
S_921	base	S_921_pmppn_info_dict.pickle	1l76A	1l76a	1
S_921	base	S_921_pmppn_info_dict.pickle	1l77A	1l77a	1
S_921	base	S_921_pmppn_info_dict.pickle	1l85A	1l85a	1
S_921	base	S_921_pmppn_info_dict.pickle	1l86A	1l86a	1
S_921	base	S_921_pmppn_info_dict.pickle	1l87A	1l87a	1
S_921	base	S_921_pmppn_info_dict.pickle	1l88A	1l88a	1
S_921	base	S_921_pmppn_info_dict.pickle	1l90A	1l90a	1
S_921	base	S_921_pmppn_info_dict.pickle	1l91A	1l91a	1
S_921	base	S_921_pmppn_info_dict.pickle	1l92A	1l92a	1
S_921	base	S_921_pmppn_info_dict.pickle	1l93A	1l93a	1
S_921	base	S_921_pmppn_info_dict.pickle	1l94A	1l94a	1
S_921	base	S_921_pmppn_info_dict.pickle	1l95A	1l95a	1
S_921	base	S_921_pmppn_info_dict.pickle	1l96A	1l96a	1
S_921	base	S_921_pmppn_info_dict.pickle	1lhhA	1lhha	1
S_921	base	S_921_pmppn_info_dict.pickle	1lhiA	1lhia	1
S_921	base	S_921_pmppn_info_dict.pickle	1lhjA	1lhja	1
S_921	base	S_921_pmppn_info_dict.pickle	1lhkA	1lhka	1
S_921	base	S_921_pmppn_info_dict.pickle	1lhlA	1lhla	1
S_921	base	S_921_pmppn_info_dict.pickle	1lyeA	1lyea	1
S_921	base	S_921_pmppn_info_dict.pickle	1lyfA	1lyfa	1
S_921	base	S_921_pmppn_info_dict.pickle	1lygA	1lyga	1
S_921	base	S_921_pmppn_info_dict.pickle	1lyhA	1lyha	1
S_921	base	S_921_pmppn_info_dict.pickle	1lyiA	1lyia	1
S_921	base	S_921_pmppn_info_dict.pickle	1lyjA	1lyja	1
S_921	base	S_921_pmppn_info_dict.pickle	1lz1A	1lz1a	5
S_921	base	S_921_pmppn_info_dict.pickle	1nagA	1naga	1
S_921	base	S_921_pmppn_info_dict.pickle	1oiaA	1oiaa	1
S_921	base	S_921_pmppn_info_dict.pickle	1oncA	1onca	1
S_921	base	S_921_pmppn_info_dict.pickle	1otrB	1otrb	24
S_921	base	S_921_pmppn_info_dict.pickle	1p2lA	1p2la	1
S_921	base	S_921_pmppn_info_dict.pickle	1p2rA	1p2ra	1
S_921	base	S_921_pmppn_info_dict.pickle	1p36A	1p36a	1
S_921	base	S_921_pmppn_info_dict.pickle	1p46A	1p46a	1
S_921	base	S_921_pmppn_info_dict.pickle	1p6yA	1p6ya	1
S_921	base	S_921_pmppn_info_dict.pickle	1p7sA	1p7sa	1
S_921	base	S_921_pmppn_info_dict.pickle	1pgaA	1pgaa	27
S_921	base	S_921_pmppn_info_dict.pickle	1qlpA	1qlpa	2
S_921	base	S_921_pmppn_info_dict.pickle	1qs5A	1qs5a	1
S_921	base	S_921_pmppn_info_dict.pickle	1qsbA	1qsba	1
S_921	base	S_921_pmppn_info_dict.pickle	1qt6A	1qt6a	1
S_921	base	S_921_pmppn_info_dict.pickle	1qt7A	1qt7a	1
S_921	base	S_921_pmppn_info_dict.pickle	1qtbA	1qtba	1
S_921	base	S_921_pmppn_info_dict.pickle	1qtcA	1qtca	1
S_921	base	S_921_pmppn_info_dict.pickle	1qtdA	1qtda	1
S_921	base	S_921_pmppn_info_dict.pickle	1rbrA	1rbra	1
S_921	base	S_921_pmppn_info_dict.pickle	1rggA	1rgga	2
S_921	base	S_921_pmppn_info_dict.pickle	1rn1C	1rn1c	27
S_921	base	S_921_pmppn_info_dict.pickle	1ropA	1ropa	1
S_921	base	S_921_pmppn_info_dict.pickle	1rtbA	1rtba	8
S_921	base	S_921_pmppn_info_dict.pickle	1shfA	1shfa	1
S_921	base	S_921_pmppn_info_dict.pickle	1stnA	1stna	45
S_921	base	S_921_pmppn_info_dict.pickle	1sycA	1syca	1
S_921	base	S_921_pmppn_info_dict.pickle	1syeA	1syea	1
S_921	base	S_921_pmppn_info_dict.pickle	1sygA	1syga	1
S_921	base	S_921_pmppn_info_dict.pickle	1tenA	1tena	1
S_921	base	S_921_pmppn_info_dict.pickle	1titA	1tita	4
S_921	base	S_921_pmppn_info_dict.pickle	1ttgA	1ttga	5
S_921	base	S_921_pmppn_info_dict.pickle	1u7sA	1u7sa	68
S_921	base	S_921_pmppn_info_dict.pickle	1ubqA	1ubqa	4
S_921	base	S_921_pmppn_info_dict.pickle	1vqbA	1vqba	2
S_921	base	S_921_pmppn_info_dict.pickle	1w4hA	1w4ha	25
S_921	base	S_921_pmppn_info_dict.pickle	1yccA	1ycca	20
S_921	base	S_921_pmppn_info_dict.pickle	1znjA	1znja	3
S_921	base	S_921_pmppn_info_dict.pickle	206lA	206la	1
S_921	base	S_921_pmppn_info_dict.pickle	217lA	217la	1
S_921	base	S_921_pmppn_info_dict.pickle	221lA	221la	1
S_921	base	S_921_pmppn_info_dict.pickle	224lA	224la	1
S_921	base	S_921_pmppn_info_dict.pickle	230lA	230la	1
S_921	base	S_921_pmppn_info_dict.pickle	231lA	231la	1
S_921	base	S_921_pmppn_info_dict.pickle	232lA	232la	1
S_921	base	S_921_pmppn_info_dict.pickle	233lA	233la	1
S_921	base	S_921_pmppn_info_dict.pickle	234lA	234la	1
S_921	base	S_921_pmppn_info_dict.pickle	235lA	235la	1
S_921	base	S_921_pmppn_info_dict.pickle	236lA	236la	1
S_921	base	S_921_pmppn_info_dict.pickle	239lA	239la	1
S_921	base	S_921_pmppn_info_dict.pickle	240lA	240la	1
S_921	base	S_921_pmppn_info_dict.pickle	241lA	241la	1
S_921	base	S_921_pmppn_info_dict.pickle	242lA	242la	1
S_921	base	S_921_pmppn_info_dict.pickle	243lA	243la	1
S_921	base	S_921_pmppn_info_dict.pickle	244lA	244la	1
S_921	base	S_921_pmppn_info_dict.pickle	245lA	245la	1
S_921	base	S_921_pmppn_info_dict.pickle	246lA	246la	1
S_921	base	S_921_pmppn_info_dict.pickle	247lA	247la	1
S_921	base	S_921_pmppn_info_dict.pickle	253lA	253la	1
S_921	base	S_921_pmppn_info_dict.pickle	254lA	254la	1
S_921	base	S_921_pmppn_info_dict.pickle	255lA	255la	1
S_921	base	S_921_pmppn_info_dict.pickle	2abdA	2abda	2
S_921	base	S_921_pmppn_info_dict.pickle	2afgA	2afga	6
S_921	base	S_921_pmppn_info_dict.pickle	2ci2I	2ci2i	3
S_921	base	S_921_pmppn_info_dict.pickle	2hprA	2hpra	3
S_921	base	S_921_pmppn_info_dict.pickle	2l78A	2l78a	1
S_921	base	S_921_pmppn_info_dict.pickle	2lzmA	2lzma	153
S_921	base	S_921_pmppn_info_dict.pickle	2ocjA	2ocja	37
S_921	base	S_921_pmppn_info_dict.pickle	2q98A	2q98a	9
S_921	base	S_921_pmppn_info_dict.pickle	2rn2A	2rn2a	7
S_921	base	S_921_pmppn_info_dict.pickle	2trxA	2trxa	2
S_921	base	S_921_pmppn_info_dict.pickle	3c7wA	3c7wa	1
S_921	base	S_921_pmppn_info_dict.pickle	3c7yA	3c7ya	1
S_921	base	S_921_pmppn_info_dict.pickle	3c80A	3c80a	1
S_921	base	S_921_pmppn_info_dict.pickle	3c81A	3c81a	1
S_921	base	S_921_pmppn_info_dict.pickle	3c83A	3c83a	1
S_921	base	S_921_pmppn_info_dict.pickle	3c8qA	3c8qa	1
S_921	base	S_921_pmppn_info_dict.pickle	3c8rA	3c8ra	1
S_921	base	S_921_pmppn_info_dict.pickle	3c8sA	3c8sa	1
S_921	base	S_921_pmppn_info_dict.pickle	3cdoA	3cdoa	1
S_921	base	S_921_pmppn_info_dict.pickle	3cdqA	3cdqa	1
S_921	base	S_921_pmppn_info_dict.pickle	3cdrA	3cdra	1
S_921	base	S_921_pmppn_info_dict.pickle	3cdtA	3cdta	1
S_921	base	S_921_pmppn_info_dict.pickle	3cdvA	3cdva	1
S_921	base	S_921_pmppn_info_dict.pickle	3d2aA	3d2aa	3
S_921	base	S_921_pmppn_info_dict.pickle	3fi5A	3fi5a	1
S_921	base	S_921_pmppn_info_dict.pickle	3mbpA	3mbpa	14
S_921	base	S_921_pmppn_info_dict.pickle	451cA	451ca	6
S_921	base	S_921_pmppn_info_dict.pickle	4lyzA	4lyza	2
S_921	V2	S_921_pmppn_info_dict_V2.pickle	107lA	107la	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	108lA	108la	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	109lA	109la	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	110lA	110la	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	111lA	111la	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	112lA	112la	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	113lA	113la	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	114lA	114la	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	115lA	115la	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	118lA	118la	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	119lA	119la	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	120lA	120la	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	122lA	122la	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	123lA	123la	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	125lA	125la	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	126lA	126la	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	127lA	127la	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	128lA	128la	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	137lA	137la	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1aarA	1aara	10
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1aj3A	1aj3a	3
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1akkA	1akka	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1apsA	1apsa	6
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1ayfB	1ayfb	11
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1b5mA	1b5ma	2
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1bniA	1bnia	18
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1bnlA	1bnla	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1bpiA	1bpia	43
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1bptA	1bpta	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1c2rA	1c2ra	5
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1ctwA	1ctwa	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1cu0A	1cu0a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1cu2A	1cu2a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1cu3A	1cu3a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1cu5A	1cu5a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1cu6A	1cu6a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1cupA	1cupa	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1cuqA	1cuqa	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1cv0A	1cv0a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1cv1A	1cv1a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1cv3A	1cv3a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1cv4A	1cv4a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1cv5A	1cv5a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1cv6A	1cv6a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1cvkA	1cvka	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1cyoA	1cyoa	13
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1d2wA	1d2wa	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1d2yA	1d2ya	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1d3jA	1d3ja	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1divA	1diva	30
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1el1A	1el1a	4
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1ey0A	1ey0a	3
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1fanA	1fana	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1flvA	1flva	11
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1fnfA	1fnfa	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1ftgA	1ftga	9
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1g06A	1g06a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1g0gA	1g0ga	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1g0kA	1g0ka	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1g0lA	1g0la	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1g0mA	1g0ma	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1g0pA	1g0pa	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1g0qA	1g0qa	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1g1vA	1g1va	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1g1wA	1g1wa	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1g6nA	1g6na	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1hngA	1hnga	10
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1hz6A	1hz6a	58
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1i6sA	1i6sa	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1igvA	1igva	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1iobA	1ioba	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l24A	1l24a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l55A	1l55a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l56A	1l56a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l59A	1l59a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l61A	1l61a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l62A	1l62a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l63A	1l63a	18
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l65A	1l65a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l66A	1l66a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l67A	1l67a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l76A	1l76a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l77A	1l77a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l85A	1l85a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l86A	1l86a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l87A	1l87a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l88A	1l88a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l90A	1l90a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l91A	1l91a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l92A	1l92a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l93A	1l93a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l94A	1l94a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l95A	1l95a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1l96A	1l96a	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1lhhA	1lhha	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1lhiA	1lhia	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1lhjA	1lhja	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1lhkA	1lhka	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1lhlA	1lhla	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1lyeA	1lyea	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1lyfA	1lyfa	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1lygA	1lyga	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1lyhA	1lyha	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1lyiA	1lyia	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1lyjA	1lyja	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1lz1A	1lz1a	5
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1nagA	1naga	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1oiaA	1oiaa	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1oncA	1onca	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1otrB	1otrb	24
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1p2lA	1p2la	1
S_921	V2	S_921_pmppn_info_dict_V2.pickle	1p2rA	1p2ra	1
