notebook	mention_type	mention	cell_index
S669_ProteinMPNNTesting_V6.ipynb	artifact	/content/drive/MyDrive/ACCRE_PyRun_Setup/Data_s669_with_predictions.csv	
S669_ProteinMPNNTesting_V6.ipynb	artifact	1rtpA.pdb	
S669_ProteinMPNNTesting_V6.ipynb	artifact	S_669_pmppn_info_dict.pickle	
S669_ProteinMPNNTesting_V6.ipynb	hardcoded_path	/content/drive	
S669_ProteinMPNNTesting_V6.ipynb	hardcoded_path	/content/drive/MyDrive/ACCRE_PyRun_Setup/Data_s669_with_predictions.csv	
S669_ProteinMPNNTesting_V6.ipynb	hardcoded_path	/content/drive/MyDrive/ACCRE_PyRun_Setup/S_669_PDB_Files	
S669_ProteinMPNNTesting_V6.ipynb	hardcoded_path	/content/drive/MyDrive/ACCRE_PyRun_Setup/S_669_pssm_dir	
S669_ProteinMPNNTesting_V6.ipynb	hardcoded_path	/content/drive/MyDrive/Colab_Installations_V2	
S669_ProteinMPNNTesting_V6.ipynb	hardcoded_path	/content/drive/MyDrive/Protein_MPNN_Digging	
S669_ProteinMPNNTesting_V6.ipynb	hardcoded_path	/content/drive/MyDrive/Protein_MPNN_Digging/ProteinMPNN/vanilla_proteinmpnn	
S669_ProteinMPNNTesting_V6_V2.ipynb	dataset	PremPS	
S669_ProteinMPNNTesting_V6_V2.ipynb	dataset	S_2648	
S669_ProteinMPNNTesting_V6_V2.ipynb	dataset	S_669	
S669_ProteinMPNNTesting_V6_V2.ipynb	dataset	Ssym	
S669_ProteinMPNNTesting_V6_V2.ipynb	dataset	s669	
S669_ProteinMPNNTesting_V6_V2.ipynb	artifact	/content/drive/MyDrive/ACCRE_PyRun_Setup/Data_s669_with_predictions.csv	
S669_ProteinMPNNTesting_V6_V2.ipynb	artifact	1rtpA.pdb	
S669_ProteinMPNNTesting_V6_V2.ipynb	artifact	S_669_pmppn_info_dict_V2.pickle	
S669_ProteinMPNNTesting_V6_V2.ipynb	hardcoded_path	/content/drive	
S669_ProteinMPNNTesting_V6_V2.ipynb	hardcoded_path	/content/drive/MyDrive/ACCRE_PyRun_Setup/Data_s669_with_predictions.csv	
S669_ProteinMPNNTesting_V6_V2.ipynb	hardcoded_path	/content/drive/MyDrive/ACCRE_PyRun_Setup/S_669_PDB_Files	
S669_ProteinMPNNTesting_V6_V2.ipynb	hardcoded_path	/content/drive/MyDrive/ACCRE_PyRun_Setup/S_669_pssm_dir	
S669_ProteinMPNNTesting_V6_V2.ipynb	hardcoded_path	/content/drive/MyDrive/Colab_Installations_V2	
S669_ProteinMPNNTesting_V6_V2.ipynb	hardcoded_path	/content/drive/MyDrive/Protein_MPNN_Digging	
S669_ProteinMPNNTesting_V6_V2.ipynb	hardcoded_path	/content/drive/MyDrive/Protein_MPNN_Digging/ProteinMPNN/vanilla_proteinmpnn	
Ssym_ProteinMPNNTesting_V3.ipynb	dataset	PremPS	
Ssym_ProteinMPNNTesting_V3.ipynb	dataset	S_2648	
Ssym_ProteinMPNNTesting_V3.ipynb	dataset	Ssym	
Ssym_ProteinMPNNTesting_V3.ipynb	artifact	1rtpA.pdb	
Ssym_ProteinMPNNTesting_V3.ipynb	artifact	20sets/Ssym.txt	
Ssym_ProteinMPNNTesting_V3.ipynb	artifact	res_dict.pickle	
Ssym_ProteinMPNNTesting_V3.ipynb	hardcoded_path	/content/drive	
Ssym_ProteinMPNNTesting_V3.ipynb	hardcoded_path	/content/drive/MyDrive/ACCRE_PyRun_Setup/S_2648_PDB_Files	
Ssym_ProteinMPNNTesting_V3.ipynb	hardcoded_path	/content/drive/MyDrive/ACCRE_PyRun_Setup/Ssym_PDB_Files	
Ssym_ProteinMPNNTesting_V3.ipynb	hardcoded_path	/content/drive/MyDrive/ACCRE_PyRun_Setup/Ssym_pssm_dir	
Ssym_ProteinMPNNTesting_V3.ipynb	hardcoded_path	/content/drive/MyDrive/Colab_Installations_V2	
Ssym_ProteinMPNNTesting_V3.ipynb	hardcoded_path	/content/drive/MyDrive/Protein_MPNN_Digging	
Ssym_ProteinMPNNTesting_V3.ipynb	hardcoded_path	/content/drive/MyDrive/Protein_MPNN_Digging/ProteinMPNN/vanilla_proteinmpnn	
Ssym_ProteinMPNNTesting_V6.ipynb	dataset	PremPS	
Ssym_ProteinMPNNTesting_V6.ipynb	dataset	S_2648	
Ssym_ProteinMPNNTesting_V6.ipynb	dataset	Ssym	
Ssym_ProteinMPNNTesting_V6.ipynb	artifact	1rtpA.pdb	
Ssym_ProteinMPNNTesting_V6.ipynb	artifact	20sets/Ssym.txt	
Ssym_ProteinMPNNTesting_V6.ipynb	artifact	Ssym_full_feature_dict.pickle	
Ssym_ProteinMPNNTesting_V6.ipynb	artifact	Ssym_pmppn_info_dict.pickle	
Ssym_ProteinMPNNTesting_V6.ipynb	hardcoded_path	/content/drive	
Ssym_ProteinMPNNTesting_V6.ipynb	hardcoded_path	/content/drive/MyDrive/ACCRE_PyRun_Setup/Ssym_PDB_Files	
Ssym_ProteinMPNNTesting_V6.ipynb	hardcoded_path	/content/drive/MyDrive/ACCRE_PyRun_Setup/Ssym_pssm_dir	
Ssym_ProteinMPNNTesting_V6.ipynb	hardcoded_path	/content/drive/MyDrive/Colab_Installations_V2	
Ssym_ProteinMPNNTesting_V6.ipynb	hardcoded_path	/content/drive/MyDrive/Protein_MPNN_Digging	
Ssym_ProteinMPNNTesting_V6.ipynb	hardcoded_path	/content/drive/MyDrive/Protein_MPNN_Digging/ProteinMPNN/vanilla_proteinmpnn	
Ssym_ProteinMPNNTesting_V6_V2.ipynb	dataset	PremPS	
Ssym_ProteinMPNNTesting_V6_V2.ipynb	dataset	S_2648	
Ssym_ProteinMPNNTesting_V6_V2.ipynb	dataset	Ssym	
Ssym_ProteinMPNNTesting_V6_V2.ipynb	artifact	1rtpA.pdb	
Ssym_ProteinMPNNTesting_V6_V2.ipynb	artifact	20sets/Ssym.txt	
Ssym_ProteinMPNNTesting_V6_V2.ipynb	artifact	Ssym_pmppn_info_dict_V2.pickle	
Ssym_ProteinMPNNTesting_V6_V2.ipynb	hardcoded_path	/content/drive	
Ssym_ProteinMPNNTesting_V6_V2.ipynb	hardcoded_path	/content/drive/MyDrive/ACCRE_PyRun_Setup/Ssym_PDB_Files	
Ssym_ProteinMPNNTesting_V6_V2.ipynb	hardcoded_path	/content/drive/MyDrive/ACCRE_PyRun_Setup/Ssym_pssm_dir	
Ssym_ProteinMPNNTesting_V6_V2.ipynb	hardcoded_path	/content/drive/MyDrive/Colab_Installations_V2	
Ssym_ProteinMPNNTesting_V6_V2.ipynb	hardcoded_path	/content/drive/MyDrive/Protein_MPNN_Digging	
Ssym_ProteinMPNNTesting_V6_V2.ipynb	hardcoded_path	/content/drive/MyDrive/Protein_MPNN_Digging/ProteinMPNN/vanilla_proteinmpnn	
proteinmpnn_quickdemo.ipynb	artifact	tmp.pdb	
proteinmpnn_quickdemo.ipynb	artifact	wget -qnc https://files.rcsb.org/view/{pdb_code}.pdb	
proteinmpnn_quickdemo.ipynb	artifact	{model_name}.pt	
proteinmpnn_quickdemo.ipynb	artifact	{pdb_code}.pdb	
proteinmpnn_quickdemo.ipynb	hardcoded_path	/content/ProteinMPNN/vanilla_proteinmpnn	
proteinmpnn_quickdemo.ipynb	hardcoded_path	/content/ProteinMPNN/vanilla_proteinmpnn/vanilla_model_weights	
