relative_path	basename	extension	size_bytes	mtime_epoch	mtime_utc	sha256	artifact_class	dataset_hint	role_hint	git_tracked_now	recommended_storage_route	storage_reason	dependency_reference_count	active_or_text_reference_count	commented_reference_count	note_or_generated_reference_count	current_recovery_code_reference_count	historical_notebook_reference_count
ProteinMPNN/ca_proteinmpnn/PDB_monomers/example_7_outputs/unconditional_probs_only/5L33.npz	5L33.npz	.npz	11592	1659027931.023000	2022-07-28T17:05:31.023000+00:00	5569b50187c45a18742add3c0a04c550ed7bafbc1a1acef2c930d43be3575028	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/PDB_monomers/example_7_outputs/unconditional_probs_only/6MRR.npz	6MRR.npz	.npz	7792	1659027931.029000	2022-07-28T17:05:31.029000+00:00	12baca693e46044a0b31b763e1e038aee0dddfa494b3ccf934232f018e160786	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/PDB_monomers/example_8_outputs/bias_pdbs.jsonl	bias_pdbs.jsonl	.jsonl	122	1659027931.037000	2022-07-28T17:05:31.037000+00:00	9e03a9897dd3e464eb334cc72423d90d9834264ff99c1627f10cc906d1d4a750	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/PDB_monomers/example_8_outputs/parsed_pdbs.jsonl	parsed_pdbs.jsonl	.jsonl	5372	1659027931.049000	2022-07-28T17:05:31.049000+00:00	a6f9fa05c18ac3060b4f9c4da15c4fb21c7645bb7042000bc81d985a3387b07e	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/PDB_monomers/example_8_outputs/seqs/5L33.fa	5L33.fa	.fa	506	1659027931.058000	2022-07-28T17:05:31.058000+00:00	a74d25e0014cb0a67f74d26c2d910fde15827e8fd0fe7809c941db87c3b57ad4	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/PDB_monomers/example_8_outputs/seqs/6MRR.fa	6MRR.fa	.fa	392	1659027931.064000	2022-07-28T17:05:31.064000+00:00	09dacb78267bc59c36a7bdde15698ca5a6501861e0b6b86ecc1af6d74d6caae0	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/PDB_monomers/pdbs/5L33.pdb	5L33.pdb	.pdb	181116	1659027931.072000	2022-07-28T17:05:31.072000+00:00	21eb06c843410732e0b60528b1a99934435ac66822b2a1a3f1d402f363b9e218	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/PDB_monomers/pdbs/6MRR.pdb	6MRR.pdb	.pdb	173502	1659027931.078000	2022-07-28T17:05:31.078000+00:00	310906dfdf1c0e5ada9ea8dad600a992bd83a8d53233fd5b034a556702aff9a2	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/ca_model_weights/v_48_002.pt	v_48_002.pt	.pt	6624011	1659027931.093000	2022-07-28T17:05:31.093000+00:00	ec038b44a987d7c8351b6ed887c82a2370d54e45e55a6bdaf508a729cef0340e	proteinmpnn_checkpoint_weight		ProteinMPNN model checkpoint weight file inside the copied nested source checkout.	no	git_lfs_candidate_required_if_used	Binary checkpoint is required if a historical run depends on this exact weight file; regular Git is not appropriate.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/ca_model_weights/v_48_010.pt	v_48_010.pt	.pt	6624011	1659027931.202000	2022-07-28T17:05:31.202000+00:00	cdb50498d45578d20b271fa7817b8cd8bfde3875ad69dbd3f5e4b5dd3e588301	proteinmpnn_checkpoint_weight		ProteinMPNN model checkpoint weight file inside the copied nested source checkout.	no	git_lfs_candidate_required_if_used	Binary checkpoint is required if a historical run depends on this exact weight file; regular Git is not appropriate.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/ca_model_weights/v_48_020.pt	v_48_020.pt	.pt	6624011	1659027931.305000	2022-07-28T17:05:31.305000+00:00	f28f40170e21858c5ff31ef50b6e63414ff76dc331b19f85aa8586a12031744a	proteinmpnn_checkpoint_weight		ProteinMPNN model checkpoint weight file inside the copied nested source checkout.	no	git_lfs_candidate_required_if_used	Binary checkpoint is required if a historical run depends on this exact weight file; regular Git is not appropriate.	12	4	1	7	3	0
ProteinMPNN/ca_proteinmpnn/examples/submit_example_1.sh	submit_example_1.sh	.sh	668	1659027931.472000	2022-07-28T17:05:31.472000+00:00	75d5209d318365fdbc3a572ef8a1129d0c813b9f1be2e270463fec7cd422b0d1	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/examples/submit_example_2.sh	submit_example_2.sh	.sh	965	1659027931.477000	2022-07-28T17:05:31.477000+00:00	bcab55cd40c6db61b44a041870c51966230f862d35e06423e9a3257b26f89502	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/examples/submit_example_3.sh	submit_example_3.sh	.sh	556	1659027931.482000	2022-07-28T17:05:31.482000+00:00	3083efb8b757f8612d556be736386546a7bf2cc223c544f21551b5e4a2a271f0	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/examples/submit_example_4.sh	submit_example_4.sh	.sh	1537	1659027931.487000	2022-07-28T17:05:31.487000+00:00	85bbac99a5ec5878e1f32f8b7fbd5be96e164edce530fc686d7a81dadfaff8ad	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/examples/submit_example_5.sh	submit_example_5.sh	.sh	1805	1659027931.493000	2022-07-28T17:05:31.493000+00:00	9a8d969233dba1519b41ce37ccaf8f5d3a50a75789af2e5c51cfa132e3aa3e0a	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/examples/submit_example_6.sh	submit_example_6.sh	.sh	989	1659027931.498000	2022-07-28T17:05:31.498000+00:00	f7947cef8ae71e513567d00125562ec32b2c1c5bba62e77d27f33cb33d686b38	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/examples/submit_example_7.sh	submit_example_7.sh	.sh	707	1659027931.502000	2022-07-28T17:05:31.502000+00:00	39e86e0e33dd31bd8e690f5c1a0fd9e35f431545905264a91946fdefe0e5d813	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/examples/submit_example_8.sh	submit_example_8.sh	.sh	1020	1659027931.507000	2022-07-28T17:05:31.507000+00:00	51d4a733a6e121eecb6f73c7a25422c6e1b22e91eaf7b0a45de3be6cf8e108f6	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	1	0	0	1	0	0
ProteinMPNN/ca_proteinmpnn/helper_scripts/assign_fixed_chains.py	assign_fixed_chains.py	.py	1539	1659027931.514000	2022-07-28T17:05:31.514000+00:00	3402950dae8e65fa1800f1211ead9db9ede56aa0d599c186994262a30fc1ba81	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/helper_scripts/make_bias_AA.py	make_bias_AA.py	.py	823	1659027931.518000	2022-07-28T17:05:31.518000+00:00	c74b570c104b9e58722361cdd681e96408d9af0d1ea05a78b73672a71cb25754	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/helper_scripts/make_bias_per_res_dict.py	make_bias_per_res_dict.py	.py	1929	1659027931.523000	2022-07-28T17:05:31.523000+00:00	7af21ab1a59c0a2f1dc044a1f9b609a57bdddb06714a00640b1dd0c527e748a5	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/helper_scripts/make_fixed_positions_dict.py	make_fixed_positions_dict.py	.py	1755	1659027931.528000	2022-07-28T17:05:31.528000+00:00	0bb962f416fe4cce6ebfefc23e0a18ed8ce348213bc2356ccd9b81e9c84ad821	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/helper_scripts/make_pos_neg_tied_positions_dict.py	make_pos_neg_tied_positions_dict.py	.py	6077	1659027931.532000	2022-07-28T17:05:31.532000+00:00	97736a00601ae54433fc074950b79ee661901c2fd8dc3d542ce2f5023811370c	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/helper_scripts/make_tied_positions_dict.py	make_tied_positions_dict.py	.py	4876	1659027931.537000	2022-07-28T17:05:31.537000+00:00	3d9b3cece5d61faf7cdacac49d33fc8a16cc5e54f103b76218c8ce5b1b6b4e0f	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/helper_scripts/other_tools/make_omit_AA.py	make_omit_AA.py	.py	2241	1659027931.545000	2022-07-28T17:05:31.545000+00:00	a84eb412c6d916befb0aa7190915408ea43185ad0c822aff3123ad48c35a2616	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/helper_scripts/other_tools/make_pssm_dict.py	make_pssm_dict.py	.py	2260	1659027931.550000	2022-07-28T17:05:31.550000+00:00	3e1cd315602c0221f303ea95a12b44527a2b5de181ce085ec66397c92ebc2ae5	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/helper_scripts/parse_multiple_chains.out	parse_multiple_chains.out	.out	30	1659027931.574000	2022-07-28T17:05:31.574000+00:00	32b54bef22072554fbdedd1ab0cecf558278adba7c63d9b6d093cb7c6e90c1dc	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/helper_scripts/parse_multiple_chains.py	parse_multiple_chains.py	.py	5414	1659027931.582000	2022-07-28T17:05:31.582000+00:00	0bb43e5e27e5b5b98f5ba7dcdc619e5e295d0c2e79a4d8b6a16fc99d75e85f83	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/helper_scripts/parse_multiple_chains.sh	parse_multiple_chains.sh	.sh	231	1659027931.586000	2022-07-28T17:05:31.586000+00:00	dea7c51f307a9547e78fcca147ff3c6a71efa7c1b312aa2317dcb6c69b6f3a10	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/ca_proteinmpnn/protein_mpnn_run.py	protein_mpnn_run.py	.py	23696	1659027931.590000	2022-07-28T17:05:31.590000+00:00	52561529eda261a33342a91003c996d62bf23e5fada1542d05a1ab406d633e4e	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	5	3	0	2	3	0
ProteinMPNN/ca_proteinmpnn/protein_mpnn_utils.py	protein_mpnn_utils.py	.py	56893	1659027931.595000	2022-07-28T17:05:31.595000+00:00	716a5d196f6c5fc6fc9f5ab074b29f0bd3a778b7696e152b360038b9b57ff027	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	15	6	0	9	6	0
ProteinMPNN/colab_notebooks/README.md	README.md	.md	225	1659027931.601000	2022-07-28T17:05:31.601000+00:00	91559410a8b11314b4bcecaa4895fbbb96ec7aa976202d0ae0752f1c7e8bf13b	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/colab_notebooks/ca_only_quickdemo.ipynb	ca_only_quickdemo.ipynb	.ipynb	395574	1659027931.606000	2022-07-28T17:05:31.606000+00:00	260f88cf0fc1cdbee1c4265d8a44e526798b6428c3519920c3ca33c46a9c545d	notebook_artifact		Notebook artifact inside Protein_MPNN_Digging.	no	regular_git_if_provenance_relevant	Notebook files are code/provenance evidence when they explain generation or analysis steps.	2	1	1	0	0	2
ProteinMPNN/colab_notebooks/quickdemo.ipynb	quickdemo.ipynb	.ipynb	395584	1659027931.616000	2022-07-28T17:05:31.616000+00:00	10e00c57bc2a90fde7c26df38310f67f4de0b0cbb719821a84c35b1b65c4affd	notebook_artifact		Notebook artifact inside Protein_MPNN_Digging.	no	regular_git_if_provenance_relevant	Notebook files are code/provenance evidence when they explain generation or analysis steps.	8	3	5	0	0	8
ProteinMPNN/colab_notebooks/quickdemo_wAF2.ipynb	quickdemo_wAF2.ipynb	.ipynb	31565	1659027931.625000	2022-07-28T17:05:31.625000+00:00	a272bc9646522d73e9e5cb4632eba77593a3d37f639dde571f8b9334f2ae7e1b	notebook_artifact		Notebook artifact inside Protein_MPNN_Digging.	no	regular_git_if_provenance_relevant	Notebook files are code/provenance evidence when they explain generation or analysis steps.	2	1	1	0	0	2
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/example_2_outputs/assigned_pdbs.jsonl	assigned_pdbs.jsonl	.jsonl	74	1659027931.640000	2022-07-28T17:05:31.640000+00:00	178d910da412f02407c7778a82b573e200f660e4892dc60d3c2920b0eaf59cb5	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/example_2_outputs/fixed_pdbs.jsonl	fixed_pdbs.jsonl	.jsonl	254	1659027931.645000	2022-07-28T17:05:31.645000+00:00	dddf50301ee424d7ded7ec146c7651e4122f55b831c3778c300053731299cca8	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/example_2_outputs/parsed_pdbs.jsonl	parsed_pdbs.jsonl	.jsonl	116769	1659027931.650000	2022-07-28T17:05:31.650000+00:00	161ba8107e07cccaa288fad0665c421c3e31b02d0a1c4b9117d17ddf52917c4f	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/example_2_outputs/seqs/3HTN.fa	3HTN.fa	.fa	1057	1659027931.661000	2022-07-28T17:05:31.661000+00:00	a05a4eb2bdaffeb6e3d3468a478f98543e38562dfb4ac8e0ffa156107b52c291	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/example_2_outputs/seqs/4YOW.fa	4YOW.fa	.fa	907	1659027931.666000	2022-07-28T17:05:31.666000+00:00	67b708e6cb9bb7687723d90d72e18ade31c797c0ba9e07938e50dae50fd42967	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/example_3_outputs/seqs/3HTN.fa	3HTN.fa	.fa	1057	1659027931.677000	2022-07-28T17:05:31.677000+00:00	719d26bb09882c35b5f2f968127b5c3a7a1421861bb5d835dc0916a4e62e0152	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/example_4_outputs/assigned_pdbs.jsonl	assigned_pdbs.jsonl	.jsonl	74	1659027931.685000	2022-07-28T17:05:31.685000+00:00	27d209f2b9e00d2a486d6d65a70608eeb8a81d9de4d4bf7e812b41d7f6e38cea	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/example_4_outputs/fixed_pdbs.jsonl	fixed_pdbs.jsonl	.jsonl	254	1659027931.690000	2022-07-28T17:05:31.690000+00:00	dddf50301ee424d7ded7ec146c7651e4122f55b831c3778c300053731299cca8	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/example_4_outputs/parsed_pdbs.jsonl	parsed_pdbs.jsonl	.jsonl	116769	1659027931.720000	2022-07-28T17:05:31.720000+00:00	161ba8107e07cccaa288fad0665c421c3e31b02d0a1c4b9117d17ddf52917c4f	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/example_4_outputs/seqs/3HTN.fa	3HTN.fa	.fa	1057	1659027931.729000	2022-07-28T17:05:31.729000+00:00	47b284ed7b46fac0c9a766838510c71a0366478bbe60593412bde2a570ce7b89	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/example_4_outputs/seqs/4YOW.fa	4YOW.fa	.fa	1576	1659027931.735000	2022-07-28T17:05:31.735000+00:00	891d1defa69ef39bcdd4fe0fa89613aab5214b94f6812f488339af6a8dbfb3ec	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/example_5_outputs/assigned_pdbs.jsonl	assigned_pdbs.jsonl	.jsonl	74	1659027931.743000	2022-07-28T17:05:31.743000+00:00	27d209f2b9e00d2a486d6d65a70608eeb8a81d9de4d4bf7e812b41d7f6e38cea	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/example_5_outputs/fixed_pdbs.jsonl	fixed_pdbs.jsonl	.jsonl	260	1659027931.748000	2022-07-28T17:05:31.748000+00:00	057f88789889062c00bb0e5e986880edf8a9dd89d73b2f1ed5461b5c90ffaf7b	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/example_5_outputs/parsed_pdbs.jsonl	parsed_pdbs.jsonl	.jsonl	116769	1659027931.753000	2022-07-28T17:05:31.753000+00:00	161ba8107e07cccaa288fad0665c421c3e31b02d0a1c4b9117d17ddf52917c4f	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/example_5_outputs/seqs/3HTN.fa	3HTN.fa	.fa	1057	1659027931.762000	2022-07-28T17:05:31.762000+00:00	92a9a4b21ae9b5000d9e9c62569c9699cb609a51d4134953645e5cb8b74a4b7a	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/example_5_outputs/seqs/4YOW.fa	4YOW.fa	.fa	1576	1659027931.767000	2022-07-28T17:05:31.767000+00:00	659afa292496e98b5ade59af4807a142baeb8e3f351fe579295b9ee542cdca52	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/example_5_outputs/tied_pdbs.jsonl	tied_pdbs.jsonl	.jsonl	373	1659027931.772000	2022-07-28T17:05:31.772000+00:00	b851545e0e7f8629c54e45bff878aaf7b9307cd109587fada70b0ea0da794bf7	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
ProteinMPNN/vanilla_proteinmpnn/PDB_complexes/example_7_outputs/bias_pdbs.jsonl	bias_pdbs.jsonl	.jsonl	34	1659027931.780000	2022-07-28T17:05:31.780000+00:00	4998f26cea284d1c9f36e19e02ce99e6ec5518d31f388949d56609304734ba83	nested_proteinmpnn_source_or_example		File from the copied nested ProteinMPNN checkout or its bundled examples.	no	regular_git_or_source_snapshot_decision	Source files may be tracked as a curated snapshot or represented by a pinned commit plus patch; examples/outputs need separate relevance checks.	0	0	0	0	0	0
