file	path	normalized_path	type	detail	sample
S_921_full_feature_dict.pickle	root['120lA'][0]['mut']	root[<entry>][<idx>]['mut']	builtins.str	'S41A'	
S_921_full_feature_dict.pickle	root['120lA'][0]['ddg']	root[<entry>][<idx>]['ddg']	builtins.float	-0.6	
S_921_full_feature_dict.pickle	root['120lA'][0]['log_prob']	root[<entry>][<idx>]['log_prob']	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.07214115560054779, ""finite_mean"": -4.410282135009766, ""finite_min"": -7.232015132904053, ""finite_std"": 1.4012789726257324, ""nan_count"": 0, ""ndim"": 3, ""shape"": [1, 162, 21], ""size"": 3402}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['top_15_attention_weights']	root[<entry>][<idx>]['top_15_attention_weights']	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.8553803563117981, ""finite_mean"": 0.4074350893497467, ""finite_min"": 0.13518866896629333, ""finite_std"": 0.2503003478050232, ""nan_count"": 0, ""ndim"": 1, ""shape"": [15], ""size"": 15}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['top_10_attention_weights']	root[<entry>][<idx>]['top_10_attention_weights']	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.8553803563117981, ""finite_mean"": 0.5314396023750305, ""finite_min"": 0.20690545439720154, ""finite_std"": 0.21849356591701508, ""nan_count"": 0, ""ndim"": 1, ""shape"": [10], ""size"": 10}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['top_5_attention_weights']	root[<entry>][<idx>]['top_5_attention_weights']	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.8553803563117981, ""finite_mean"": 0.7321867942810059, ""finite_min"": 0.6369907855987549, ""finite_std"": 0.09025097638368607, ""nan_count"": 0, ""ndim"": 1, ""shape"": [5], ""size"": 5}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['top_15_neighbor_indices']	root[<entry>][<idx>]['top_15_neighbor_indices']	numpy.ndarray	"{""dtype"": ""int64"", ""finite_max"": 52.0, ""finite_mean"": 39.06666666666667, ""finite_min"": 14.0, ""finite_std"": 8.74426796377045, ""nan_count"": 0, ""ndim"": 1, ""shape"": [15], ""size"": 15}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['top_10_neighbor_indices']	root[<entry>][<idx>]['top_10_neighbor_indices']	numpy.ndarray	"{""dtype"": ""int64"", ""finite_max"": 47.0, ""finite_mean"": 39.5, ""finite_min"": 33.0, ""finite_std"": 4.4328320518603, ""nan_count"": 0, ""ndim"": 1, ""shape"": [10], ""size"": 10}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['top_5_neighbor_indices']	root[<entry>][<idx>]['top_5_neighbor_indices']	numpy.ndarray	"{""dtype"": ""int64"", ""finite_max"": 47.0, ""finite_mean"": 40.4, ""finite_min"": 35.0, ""finite_std"": 4.454211490264018, ""nan_count"": 0, ""ndim"": 1, ""shape"": [5], ""size"": 5}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['top_15_closest_neighbor_indices']	root[<entry>][<idx>]['top_15_closest_neighbor_indices']	numpy.ndarray	"{""dtype"": ""int64"", ""finite_max"": 46.0, ""finite_mean"": 37.93333333333333, ""finite_min"": 24.0, ""finite_std"": 5.697562831792399, ""nan_count"": 0, ""ndim"": 1, ""shape"": [15], ""size"": 15}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['top_10_closest_neighbor_indices']	root[<entry>][<idx>]['top_10_closest_neighbor_indices']	numpy.ndarray	"{""dtype"": ""int64"", ""finite_max"": 44.0, ""finite_mean"": 38.8, ""finite_min"": 33.0, ""finite_std"": 3.4583232931581165, ""nan_count"": 0, ""ndim"": 1, ""shape"": [10], ""size"": 10}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['w_n_log_prob']	root[<entry>][<idx>]['w_n_log_prob']	builtins.list	length=15	"[""array([-4.8245482 , -4.9331217 , -1.7026243 , -4.348435  , -5.0022807 ,\n     ..."", ""array([-4.2562933 , -5.645346  , -2.9176807 , -4.69385   , -5.5020766 ,\n     ..."", ""array([-3.0256126 , -5.8667593 , -4.454134  , -4.115201  , -5.467177  ,\n     ..."", ""array([-1.8018734 , -5.4395657 , -4.7542276 , -0.51439476, -5.518033  ,\n     ..."", ""array([-2.0610936, -5.367349 , -1.7857174, -1.4877589, -5.0907106,\n       -3...."", ""array([-5.4641285 , -5.5979548 , -5.404236  , -4.73771   , -5.0695176 ,\n     ..."", ""array([-1.8315153, -5.4519053, -3.121039 , -1.7774415, -4.7516823,\n       -4...."", ""array([-6.05165   , -5.8158584 , -5.83535   , -5.9362974 , -5.558844  ,\n     ...""]"
S_921_full_feature_dict.pickle	root['120lA'][0]['w_n_log_prob'][0]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.47589656710624695, ""finite_mean"": -4.502808094024658, ""finite_min"": -5.534865856170654, ""finite_std"": 1.2648699283599854, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['w_n_log_prob'][1]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.21405448019504547, ""finite_mean"": -4.818207263946533, ""finite_min"": -5.968302249908447, ""finite_std"": 1.278883934020996, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['w_n_log_prob'][2]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.4588090777397156, ""finite_mean"": -4.3315253257751465, ""finite_min"": -5.971683025360107, ""finite_std"": 1.330775499343872, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['w_n_log_prob'][3]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.5143947601318359, ""finite_mean"": -4.419439792633057, ""finite_min"": -5.840428352355957, ""finite_std"": 1.3439642190933228, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['w_n_log_prob'][4]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -1.4877588748931885, ""finite_mean"": -3.9391250610351562, ""finite_min"": -5.586575508117676, ""finite_std"": 1.3520488739013672, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['w_n_log_prob'][5]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.6853967308998108, ""finite_mean"": -4.298612117767334, ""finite_min"": -5.597954750061035, ""finite_std"": 1.3767513036727905, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['w_n_log_prob'][6]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -1.7774415016174316, ""finite_mean"": -3.7182910442352295, ""finite_min"": -5.451905250549316, ""finite_std"": 1.2204307317733765, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['w_n_log_prob'][7]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.09336856752634048, ""finite_mean"": -5.364743232727051, ""finite_min"": -6.051650047302246, ""finite_std"": 1.2712550163269043, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['w_n_log_prob'][8]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.08694736659526825, ""finite_mean"": -5.241873741149902, ""finite_min"": -5.819942474365234, ""finite_std"": 1.1667286157608032, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['w_n_log_prob'][9]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -1.0088590383529663, ""finite_mean"": -4.184556007385254, ""finite_min"": -5.642876148223877, ""finite_std"": 1.2577614784240723, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['w_n_log_prob'][10]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -1.1229225397109985, ""finite_mean"": -3.790226936340332, ""finite_min"": -5.4929890632629395, ""finite_std"": 1.1937836408615112, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['w_n_log_prob'][11]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -1.3133577108383179, ""finite_mean"": -3.8102798461914062, ""finite_min"": -5.474802494049072, ""finite_std"": 1.2494443655014038, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['w_n_log_prob'][12]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.5149133801460266, ""finite_mean"": -4.7225494384765625, ""finite_min"": -5.842892169952393, ""finite_std"": 1.3471360206604004, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['w_n_log_prob'][13]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.5247226357460022, ""finite_mean"": -4.298239707946777, ""finite_min"": -5.5283732414245605, ""finite_std"": 1.2869303226470947, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['w_n_log_prob'][14]	root[<entry>][<idx>]['w_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.12163523584604263, ""finite_mean"": -5.018198490142822, ""finite_min"": -5.784487247467041, ""finite_std"": 1.167353630065918, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['m_n_log_prob']	root[<entry>][<idx>]['m_n_log_prob']	builtins.list	length=15	"[""array([-4.9309855 , -4.972216  , -1.5233891 , -4.2685943 , -5.3484406 ,\n     ..."", ""array([-4.3456383 , -5.6286592 , -3.1942375 , -4.730439  , -5.6060085 ,\n     ..."", ""array([-3.142764  , -5.92154   , -4.614423  , -4.10827   , -5.549426  ,\n     ..."", ""array([-1.8096656 , -5.661239  , -5.0918074 , -0.44384256, -5.681005  ,\n     ..."", ""array([-1.881563 , -5.4974456, -1.6799134, -1.2777629, -5.283961 ,\n       -4...."", ""array([-5.5961533, -5.7356157, -5.5012074, -4.7529063, -5.362382 ,\n       -5...."", ""array([-1.4639058, -5.512759 , -3.2134914, -1.9359021, -4.998475 ,\n       -3...."", ""array([-6.0482087 , -5.7473044 , -5.9097247 , -5.878782  , -5.5525656 ,\n     ...""]"
S_921_full_feature_dict.pickle	root['120lA'][0]['m_n_log_prob'][0]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.4819791615009308, ""finite_mean"": -4.672719955444336, ""finite_min"": -5.690023422241211, ""finite_std"": 1.3414345979690552, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['m_n_log_prob'][1]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.1918189525604248, ""finite_mean"": -4.875730037689209, ""finite_min"": -5.980072975158691, ""finite_std"": 1.2804573774337769, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['m_n_log_prob'][2]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.3710532486438751, ""finite_mean"": -4.469669342041016, ""finite_min"": -6.0234222412109375, ""finite_std"": 1.3308031558990479, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['m_n_log_prob'][3]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.4438425600528717, ""finite_mean"": -4.602883338928223, ""finite_min"": -5.896490573883057, ""finite_std"": 1.3922168016433716, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['m_n_log_prob'][4]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -1.2777628898620605, ""finite_mean"": -4.10776948928833, ""finite_min"": -5.642836093902588, ""finite_std"": 1.4392169713974, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['m_n_log_prob'][5]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.5300282835960388, ""finite_mean"": -4.4339776039123535, ""finite_min"": -5.7356157302856445, ""finite_std"": 1.4006764888763428, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['m_n_log_prob'][6]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -1.4639058113098145, ""finite_mean"": -3.808211088180542, ""finite_min"": -5.543392658233643, ""finite_std"": 1.2817370891571045, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['m_n_log_prob'][7]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.08738866448402405, ""finite_mean"": -5.357690811157227, ""finite_min"": -6.048208713531494, ""finite_std"": 1.2476271390914917, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['m_n_log_prob'][8]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.08254849910736084, ""finite_mean"": -5.292649745941162, ""finite_min"": -5.92189359664917, ""finite_std"": 1.1825884580612183, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['m_n_log_prob'][9]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.9007138609886169, ""finite_mean"": -4.296313285827637, ""finite_min"": -5.705621719360352, ""finite_std"": 1.2937638759613037, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['m_n_log_prob'][10]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.9722840785980225, ""finite_mean"": -3.896462917327881, ""finite_min"": -5.51141357421875, ""finite_std"": 1.249598503112793, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['m_n_log_prob'][11]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -1.4589323997497559, ""finite_mean"": -3.816922187805176, ""finite_min"": -5.493837356567383, ""finite_std"": 1.3000935316085815, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['m_n_log_prob'][12]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.43821990489959717, ""finite_mean"": -4.770040035247803, ""finite_min"": -5.867645740509033, ""finite_std"": 1.3564270734786987, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['m_n_log_prob'][13]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.4771294891834259, ""finite_mean"": -4.341280460357666, ""finite_min"": -5.522667407989502, ""finite_std"": 1.2897934913635254, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['m_n_log_prob'][14]	root[<entry>][<idx>]['m_n_log_prob'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": -0.12311667203903198, ""finite_mean"": -5.006601333618164, ""finite_min"": -5.809170722961426, ""finite_std"": 1.1656101942062378, ""nan_count"": 0, ""ndim"": 1, ""shape"": [21], ""size"": 21}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_aa_identities']	root[<entry>][<idx>]['neighbor_aa_identities']	builtins.list	length=15	"[""'S'"", ""'S'"", ""'K'"", ""'E'"", ""'N'"", ""'K'"", ""'S'"", ""'T'""]"
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_aa_identities'][0]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'S'	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_aa_identities'][1]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'S'	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_aa_identities'][2]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'K'	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_aa_identities'][3]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'E'	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_aa_identities'][4]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'N'	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_aa_identities'][5]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'K'	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_aa_identities'][6]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'S'	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_aa_identities'][7]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'T'	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_aa_identities'][8]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'A'	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_aa_identities'][9]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'K'	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_aa_identities'][10]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'N'	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_aa_identities'][11]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'P'	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_aa_identities'][12]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'R'	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_aa_identities'][13]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'L'	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_aa_identities'][14]	root[<entry>][<idx>]['neighbor_aa_identities'][<idx>]	builtins.str	'L'	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_w_message_vector_coming_from_center']	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center']	builtins.list	length=15	"[""array([ 1.58268474e-02, -6.32310361e-02,  8.71605985e-03,  4.40959446e-02,\n  ..."", ""array([ 0.0570175 , -0.02465184,  0.01557251,  0.02636117, -0.03453589,\n     ..."", ""array([ 0.0258023 ,  0.01067241, -0.00936934,  0.04936621,  0.01443554,\n     ..."", ""array([ 1.15367770e-01,  5.08505553e-02, -3.07112914e-02,  2.10047401e-02,\n  ..."", ""array([ 5.23255281e-02,  5.36360219e-02, -1.89662259e-02,  6.42400607e-02,\n  ..."", ""array([ 6.16223784e-03,  5.56985140e-02, -2.32384913e-02,  9.19067953e-03,\n  ..."", ""array([ 4.53192405e-02, -2.26035286e-02,  4.33736155e-03, -1.57058312e-04,\n  ..."", ""array([ 0.10099325,  0.08030321,  0.02022179,  0.08129545, -0.04298087,\n     ...""]"
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_w_message_vector_coming_from_center'][0]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.2451774626970291, ""finite_mean"": 0.0027132402174174786, ""finite_min"": -0.30940502882003784, ""finite_std"": 0.08464526385068893, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_w_message_vector_coming_from_center'][1]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.28985536098480225, ""finite_mean"": -0.007295813411474228, ""finite_min"": -0.28474530577659607, ""finite_std"": 0.0843081995844841, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_w_message_vector_coming_from_center'][2]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.1291944682598114, ""finite_mean"": 0.0033714440651237965, ""finite_min"": -0.09995708614587784, ""finite_std"": 0.0378066748380661, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_w_message_vector_coming_from_center'][3]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.22671028971672058, ""finite_mean"": 0.020898420363664627, ""finite_min"": -0.1902266889810562, ""finite_std"": 0.06877705454826355, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_w_message_vector_coming_from_center'][4]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.2197306603193283, ""finite_mean"": 0.0008798348717391491, ""finite_min"": -0.2654561996459961, ""finite_std"": 0.055196065455675125, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_w_message_vector_coming_from_center'][5]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.15702979266643524, ""finite_mean"": 7.796811405569315e-05, ""finite_min"": -0.1387244164943695, ""finite_std"": 0.035154517740011215, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_w_message_vector_coming_from_center'][6]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.12034274637699127, ""finite_mean"": 0.0004913820885121822, ""finite_min"": -0.15699104964733124, ""finite_std"": 0.04438917711377144, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_w_message_vector_coming_from_center'][7]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.276959627866745, ""finite_mean"": -0.0026677604764699936, ""finite_min"": -0.22092406451702118, ""finite_std"": 0.08116485178470612, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_w_message_vector_coming_from_center'][8]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.1188136488199234, ""finite_mean"": 0.0081791952252388, ""finite_min"": -0.09004992991685867, ""finite_std"": 0.03439268097281456, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_w_message_vector_coming_from_center'][9]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.03912363573908806, ""finite_mean"": -8.298089960590005e-05, ""finite_min"": -0.06517170369625092, ""finite_std"": 0.012344111688435078, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_w_message_vector_coming_from_center'][10]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.06120879203081131, ""finite_mean"": 0.0021083191968500614, ""finite_min"": -0.09350382536649704, ""finite_std"": 0.023505689576268196, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_w_message_vector_coming_from_center'][11]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.14591355621814728, ""finite_mean"": 0.0014514863723888993, ""finite_min"": -0.0955192819237709, ""finite_std"": 0.040475521236658096, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_w_message_vector_coming_from_center'][12]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.031598370522260666, ""finite_mean"": 0.0008379447972401977, ""finite_min"": -0.04591656103730202, ""finite_std"": 0.011437411420047283, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
S_921_full_feature_dict.pickle	root['120lA'][0]['neighbor_w_message_vector_coming_from_center'][13]	root[<entry>][<idx>]['neighbor_w_message_vector_coming_from_center'][<idx>]	numpy.ndarray	"{""dtype"": ""float32"", ""finite_max"": 0.1089712381362915, ""finite_mean"": 0.0009118822636082768, ""finite_min"": -0.11261287331581116, ""finite_std"": 0.03068697452545166, ""nan_count"": 0, ""ndim"": 1, ""shape"": [128], ""size"": 128}"	
